event_name,description,audience,cycle,website,email,country,date_uncertain,date,duration_days,venue_id
CAPITAL CITY GUN SHOW 2024,"Guns & Knives show. CAPITAL CITY GUN SHOW presents all types of firearms, combat knives & swords, rifle spokes, laser sights, hunting gears, muzzle loading, cartridges, holsters, knife sharpening tools, self defense training at Discount Prices",Public,once a year,http://www.bigpopgunshows.com/services,bigpopfireworks@gmail.com,USA,True,2024-03-01,1,907
DUG MIDCONTINENT 2024,Conference & expo focusing on the gas industry's business challenges and opportunities in identifying and developing unconventional resources,Public,every 2 years,http://www.hartenergyconferences.com/dug-midcontinent,info@hartenergy.com,USA,True,2024-03-01,1,911
BC BOAT & SPORTSMEN'S SHOW 2024,"Boat and Fishing Show. BC Boat & Sportsmen’s Show features the latest Boat & Fishing products, Fishing Retailers & Manufacturers, Boats of all sizes, Motors & Trailers, Camping Gear & Outdoor Products, Lodges & Resorts, ATV’s & Accessories, Hunting Gear",Public,once a year,http://www.bcboatandsportsmenshow.ca/,info@squarefeetevents.ca,Canada,False,2024-03-01,3,596
CERVEFEST MÉXICO 2024,"Mexico City International Beer Fair. It is the ideal family, cultural, musical and business space to enjoy the best and most complete Beer Fair in Mexico",Public,once a year,http://www.cervefest.com.mx/,boletos@cervefest.com.mx,Mexico,True,2024-03-01,1,912
BC SPORTSMEN'S SHOW 2024,"British Columbia’s largest boating, fishing, hunting and sportsmen’s show",Public,once a year,http://www.bcsportsmenshow.ca/,info@masterpromotions.ca,Canada,False,2024-03-01,3,596
ACCESS MBA - OTTAWA 2024,ACCESS MBA is a communication campaign specifically designed to better inform prospective students of existing MBA opportunities. ACCESS MBA is a series of events organised around the world,Public,twice a year,http://www.accessmba.com/tour,coutat@advent-communication.net,Canada,True,2024-03-01,1,897
ACCESS MBA - MIAMI 2024,ACCESS MBA is a communication campaign specifically designed to better inform prospective students of existing MBA opportunities. ACCESS MBA is a series of events organised around the world,Public,twice a year,http://www.accessmba.com/tour,coutat@advent-communication.net,USA,True,2024-03-01,1,786
KBIS - KITCHEN & BATH INDUSTRY SHOW 2024,Kitchen / Bath Industry trade show & conference,Public,once a year,http://www.kbis.com/,kbis@experient-inc.com,USA,False,2024-02-27,3,807
BABY & MATERNITY EXPO MOBILE 2024,"BABY & MATERNITY EXPO MOBILE features all baby products, clinical advice on maternity, natural parenting workshops, child life services, neonatal care, yoga for pregnant. pediatrics",Public,once a year,http://www.babypalooza.com/,,USA,True,2024-03-01,1,913
GOODGUYS SPRING NATIONALS SCOTTSDALE 2024,"Finest Car Fair in Scottsdale. GOODGUYS SPRING NATIONALS SCOTTSDALE features attractive hot rods, muscle automobiles, classic vehicles, vintage models, trucks, Tools & kits, Street machines, automotive, used cars, customized personal vehicles",Public,once a year,http://www.good-guys.com/,,USA,True,2024-03-01,1,602
GOODGUYS SPRING LONE STAR NATIONALS FORT WORTH 2024,"Finest Car Fair in Texas. GOODGUYS SPRING LONE STAR NATIONALS FORT WORTH features attractive hot rods, muscle automobiles, classic vehicles, vintage models, trucks, Tools & kits, Street machines, automotive, used cars, customized personal vehicles",Public,once a year,http://members.good-guys.com/cgi/page.cgi/_evtcal.html?evt=302,,USA,True,2024-03-01,1,914
AEROXCHANGE ANNUAL CONFERENCE 2024,The Aeroxchange Conference is where top industry professionals come together to navigate the future of aviation supply chain & MRO business processes,Public,once a year,http://www.aeroxchange.com/,sales@aeroxchange.com,USA,False,2024-02-26,4,599
PA HOME + GARDEN SHOW 2024,"PA Home + Garden Show is the place to experience an abundance of design inspiration, remodelling tips and new ideas",Public,once a year,http://www.pahomeshow.com/,rosannah@marketplaceevents.com,USA,False,2024-02-29,4,668
INTERNATIONAL BUILDER'S SHOW 2024,Home Building and Construction Exposition,Public,once a year,http://www.buildersshow.com/,info@nahb.com,USA,False,2024-02-27,3,807
ENERGY CAPITAL CONFERENCE 2024,Energy Capital Conference addresses effective strategies for oil and gas executives interested in expanding their knowledge of how to successfully access and deploy capital,Public,once a year,http://www.hartenergy.com/events,registration@hartenergy.com,USA,False,2024-09-23,1,1210
ANDINATRAFFIC 2024,International trade show and conferences for traffic management,Public,every 2 years,http://www.andinatraffic.com/,info@sofexamericas.com,Colombia,False,2024-03-11,2,950
DRINKS AMERICA 2024,"Drinks America features a wide array of spirits, beer, RTDs and sake from producers across the globe as well as beverage alcohol accessories and services",Public,once a year,http://www.drinksamerica.com/,bkier@divcom.com,USA,False,2024-02-28,2,551
NATIONAL BRIDAL MARKET CHICAGO 2024,"Bridal Expo. National Bridal Market Chicago™ is the leading show for all your bridal & special occasion needs, offering the latest styles from the industry's top manufactures of bridal gowns & bridesmaids gowns",Public,twice a year,http://www.themart.com/shows-and-events,propertymanager@themart.com,USA,True,2024-03-01,1,847
MOTORCYCLE & POWERSPORT ATLANTIC 2024,Motorcycle and Powersport Event,Public,once a year,http://www.bikeatlantic.ca/,info@masterpromotions.ca,Canada,False,2024-03-01,3,782
EXPOAGRO ARGENTINA 2024,International Open Air Farming Show with Machinery in Action,Public,once a year,http://ifw-expo.de/en/exhibitions,info@expoagro.com.ar,Argentina,False,2024-03-05,4,915
THE FRANCHISE EXPO - HALIFAX 2024,North America's Franchise & Business Opportunities Event. THE FRANCHISE EXPO showcases the fastest growing franchises & business opportunities with thousands of potential franchisees & business partners eager ready to invest,Public,once a year,http://www.franchiseshowinfo.com/halifax/visitor,info@nationalevent.com,Canada,False,2024-03-02,2,782
PDAC CONVENTION 2024,"International Convention, Trade Show & Investors Exchange - Mining Investment Show",Public,once a year,http://www.pdac.ca/convention,convention@pdac.ca,Canada,False,2024-03-03,4,585
QUAD CITY REGIONAL AUTO SHOW 2024,"Auto Show in Davenport. Quad City Regional Auto Show will present a wide selection of manufacturer's new-model vehicles, trucks, and SUVS and a collection of high-end exotic vehicles from Maserati, Bentley and Rolls-Royce",Public,once a year,http://quadcityautoshow.com/,lisa.gelb@primedia.com,USA,False,2024-03-01,3,916
THE FRANCHISE EXPO - LOS ANGELES 2024,North America's Franchise & Business Opportunities Event. THE FRANCHISE EXPO showcases the fastest growing franchises & business opportunities with thousands of potential franchisees & business partners eager ready to invest,Public,once a year,http://www.franchiseshowinfo.com/los-angeles-visitor,info@nationalevent.com,USA,True,2024-03-01,1,917
PRAIRIE GOLF SHOW 2024,Golf Show in Manitoba,Public,once a year,http://www.canadiangolfexpo.ca/events/prairie-golfexpo,gchambers@ngcoa.ca,Canada,True,2024-03-01,1,918
THE FRANCHISE EXPO - WASHINGTON D.C. 2024,North America's Franchise & Business Opportunities Event. THE FRANCHISE EXPO showcases the fastest growing franchises & business opportunities with thousands of potential franchisees & business partners eager ready to invest,Public,once a year,http://www.franchiseshowinfo.com/dcn-virginia/visitor,info@nationalevent.com,USA,False,2024-03-02,2,734
THE EVERYTHING TO DO WITH SEX SHOW - SASKATOON 2024,"Exhibition dedicated to Love and Seduction. The Everything To Do With Sex Show is the perfect forum to test, demonstrate, research, reinforce, advertise, sample, monitor, measure and evaluate results and, of course, SELL!",Public,once a year,http://tabooshow.com/Saskatoon,tickets@canwestproductions.com,Canada,False,2024-03-01,3,919
LEHIGH VALLEY FLOWER SHOW 2024,"Flower Show in Pennsylvania. Lehigh Valley Flower Show features many landscape installations, a wide variety of handmade lawn ornament, crafts, decorations, greenhou, garden equipment, garden tools & accessories, pool & spa, renewable energy, wine cellar",Public,once a year,http://lehighvalleyflowershow.com/,bmcloughlin@bmg1.com,USA,True,2024-03-01,1,463
ROCK ‘N’ ROLL NEW ORLEANS 2024,"The event offers 3 distances, Marathon, Half Marathon and 10K, so that everyone can enjoy the biggest running party in the country",Public,once a year,http://www.runrocknroll.com/new-orleans,exposales@runrocknroll.com,USA,True,2024-03-01,1,716
ASI SHOW FORT WORTH 2024,"Regional Networking Event & Exhibition for the Advertizing Industry Professionals in Fort Worth. ASI SHOW FORT WORTH brings together suppliers, decorators and distributors within the advertising specialty industry",Public,once a year,http://www.asishow.com/,ideas@asicentral.com,USA,False,2024-03-04,3,920
RNMP - RODADA DE NEGÓCIOS DA MODA PERNAMBUCANA 2024,RNMP is a commercial event held with the sole purpose of identifying profitable opportunities between buyers and exhibitors,Public,twice a year,http://www.rnmp.com.br/,marketing@rnmp.com.br,Brazil,False,2024-03-04,3,905
HEALTHY FOOD EXPO - NEW YORK 2024,"Healthy Food Expo has been established to serve the consumer interest and demand with healthy menu items, nutritional information, food safety and preparation techniques",Public,once a year,http://www.healthyfoodexpony.com/,info@clarionevents.com,USA,False,2024-03-03,3,551
TACOMA REMODELING EXPO 2024,"Home Remodeling Expo. Tacoma Remodeling Expo offers an unparalleled opportunity to speak directly with local and national experts and receive extremely valuable information- all in one place, all under one roof. Every aspect of the home is addressed",Public,once a year,http://www.homeshowcenter.com/overview/tacomahome,info@homeshowcenter.com,USA,False,2024-03-01,3,921
AMPP ANNUAL CONFERENCE & EXPO 2024,The largest international corrosion and coatings trade show & congress,Public,once a year,http://ace.ampp.org/,Calae.mcdermott@nace.org,USA,False,2024-03-03,5,716
ONALASKA GUN SHOW 2024,"Guns & Knife Expo. ONALASKA GUN SHOW presents shooting rifle, hunting knives, samurai swords, shotguns, gun magazine, ear plugs, flashlights, sharpening tools, holsters, Indian artifacts, war relics, self defence gears, laser optics and gun parts",Public,unknown,http://gunshowtrader.com/gunshows/wisconsin-gun-shows,,USA,False,2024-03-01,3,922
"ULTIMATE INDOOR GARAGE SALE IN AURORA, CO 2024","The Ultimate Indoor Garage Sale is an excellent opportunity to get cash for your unwanted items, liquidate extra inventory from a business or flip your flea market finds!",Public,once a year,http://www.heritageeventcompany.com/,heritageeventco@gmail.com,USA,True,2024-03-01,1,923
THE CONVENIENCE U CARWACS SHOW - TORONTO 2024,"The Convenience U CARWACS Show is Canada’s largest trade event, bringing together all areas of the convenience, gas, and car wash industry",Public,once a year,http://toronto.convenienceu.ca/,info@convenienceu.ca,Canada,False,2024-03-05,2,457
VIRGINIA HOME SHOW 2024,"Doswell, VA HOME SHOW features trendy furniture, home furnishings, new interior designs, remodelling and revamp",Public,once a year,http://vahomeshow.com/,rosannah@marketplaceevents.com,USA,False,2024-03-01,3,924
PEI PROVINCIAL HOME SHOW 2024,"Event dedicated to building & renovation. PEI Provincial Home Show features New Homes, Renovations, Lawn Care, Financial, Home Décor, Roofing, Flooring, Painters, Water Treatment, Real Estate, Bathroom and Kitchen, Flooring, Security and much more",Public,once a year,http://www.peihomeshow.ca/,info@masterpromotions.ca,Canada,False,2024-03-01,3,883
STAMP & SCRAPBOOK EXPO PLEASANTON 2024,"Art & Craft fair in California. STAMP & SCRAPBOOK EXPO PLEASANTON features craft show, craft shopping, paper craft, clay modelling, abstract arts, Art & Craft workshop, craft tools, creative ideas and crafts for kids",Public,once a year,http://www.scrapbookexpo.com/,Info@scrapbookexpo.com,USA,False,2024-03-01,2,588
ROCK ‘N’ ROLL LAS VEGAS 2024,"The event offers 3 distances, Marathon, Half Marathon and 10K, so that everyone can enjoy the biggest running party in the country",Public,once a year,http://www.runrocknroll.com/las-vegas,exposales@runrocknroll.com,USA,False,2024-03-02,2,807
COFFEE FEST - NEW YORK 2024,Coffee Fest attracts the top-selling brands in the specialty coffee industry and beyond. Coffee Fest New York is along-side the International Restaurant and Foodservice Show of New York,Public,once a year,http://www.coffeefest.com/new-york,info@coffeefest.com,USA,False,2024-03-03,3,551
ZAK WORLD OF FAÇADES - MEXICO 2024,Zak World of Façades is an International conference series on façade design & engineering,Public,once a year,http://zakworldoffacades.com/,info@zakgroup.com,Mexico,True,2024-03-01,1,925
INTERNATIONAL RESTAURANT & FOODSERVICE SHOW OF NEW YORK 2024,"The show delivers the critical trends, latest cost-saving products and services, state-of-the-art equipment and never-before-tasted foods. Including such areas as the International Tasting Arena, Three Demo Cooking Theaters, Hispanic Foods Expo...",Public,once a year,http://www.internationalrestaurantny.com/,scott.drosselmeier@clarionevents.com,USA,False,2024-03-03,3,551
SEDALIA GUN SHOW 2024,"Guns & knife show. SEDALIA GUN SHOW features shooting rifles, antique swords & knives, shotguns, collectible firearm, personal defense weapons, military surplus, fishing & hunting accessories, survival gears, gun cases and safe, holsters",Public,twice a year,http://rkshows.com/events/category/missouri,rkshows@yousq.net,USA,True,2024-03-01,1,926
ONTARIO BOAT SHOW & SALE - HAMILTON 2024,Hamilton Boat Show,Public,once a year,http://www.ontarioboatshows.com/,info@continuumevents.ca,Canada,True,2024-03-01,1,766
MEM INDUSTRIAL 2024,"Mexico Leading Trade Show for Wood Processing, Woodworking and Furniture Manufacturing",Public,once a year,http://www.hfmexico.mx/MEMIndustrial/en,miguel.ramirez@hfmexico.mx,Mexico,False,2024-03-05,3,438
