Event Name,Description,Audience,Cycle,Email,Website,Date,Duration,Venue,City,Country
CANADA GAS & LNG EXHIBITION AND CONFERENCE 2024,An Event for the Entire Canadian & Global LNG Value Chain,Public,once a year,deepkarani@dmgevents.com,http://www.canadagaslng.com/,2024-05-07,3,Vancouver Convention Centre,Vancouver,Canada
BUSINESS ANALYST WORLD - WASHINGTON 2024,"Practical Skills and the Latest Products to get Projects Done on-Time, on-Budget and on-Expectation. ProjectWorld * BusinessAnalystWorld offers a unique experience for attendees, bringing together experts, practitioners, certifying bodies & service",Public,once a year,shows@divexhibitions.com.au,http://www.pmbaconferences.com/washington/home.html,2024-05-06,3,The Westin Arlington Gateway,Washington D.C.,USA
SPRINGFEST 2024,"This exclusive one-day event features educational seminars and top exhibits for building owners, property managers, facility managers and others responsible for building maintenance and facility operations",Public,once a year,headoffice@informa.com,http://www.springfesttoronto.com/,2024-05-09,1,Metro Toronto Convention Centre,Toronto,Canada
PEGS BOSTON 2024,"PEGS, the essential Protein Engineering Summit is one of the industry’s most preeminent events that inspires accelerated biotherapeutic protein drug development",Public,once a year,chi@healthtech.com,http://www.pegsummit.com/,2024-05-13,5,"Seaport Hotel, Boston",Boston,USA
FERIA ALIMENTARIA 2024,Food and Restaurant Expo,Public,once a year,mercadeo@corpoeventos.net,http://www.feriaalimentaria.com/,2024-09-01,1,Grand Tikal Futura Hotel,Guatemala City,Guatemala
SIAL CANADA - MONTREAL 2024,"International Food, Beverage, Wine and Spirits Exhibition for the Distribution Industry of North America. SIAL Canada is the International Food Expo which caters to North American food-industry professionals",Public,every 2 years,info@sialcanada.com,http://www.sialcanada.com/,2024-05-15,3,Palais des Congrès de Montréal,Montreal,Canada
ELECTRICAL WIRE PROCESSING TECHNOLOGY EXPO 2024,"Trade Show dedicated to Electrical Wire Processing Technology. Electrical Wire Processing Technology Expo will showcase equipment, instruments, tools, materials and supplies used in wire & cable harness assembly, inspection and repair",Public,once a year,cheryl@epishows.com,http://www.electricalwireshow.com/,2024-05-14,3,Wisconsin Center,Milwaukee,USA
HABITAT EXPO 2024,International and Mexican Interiors / Design / Architecture Exhibition,Public,once a year,info@habitatexpo.com,http://www.habitatexpo.com/,2024-05-16,3,Mexico World Trade Center,Mexico City,Mexico
TEFAF NEW YORK - FALL 2024,Internatibnal Fine and Decorative Art Fair from Antiquity to 1920,Public,once a year,info@tefafny.com,http://www.tefaf.com/fairs/tefaf-new-york,2024-05-10,5,Park Avenue Armory,New York,USA
RETAIL SUPPLY CHAIN + LOGISTICS EXPO - USA 2024,"International Forum dedicated to Retail Supply Chain & Logistics. In order to deliver faster delivery times and an easier return system, retailers need to adapt their supply chain, and have a seamless warehousing and distribution system",Public,once a year,inquiries.rscllv@fortem-international.com,http://www.retailscl.com/,2024-05-08,2,Las Vegas Convention Center,Las Vegas,USA
MUESTRA INDUSTRIAL DEL MUEBLE Y LA MADERA 2024,"Wood Industry and Furniture Manufacturers Exhibition. Machinery, Equipment, Raw Materials and Service",Public,every 2 years,info@corferias.com,http://www.feria-mm.com/,2024-05-14,4,Corferias - Centro de Convenciones,Bogotá,Colombia
WHITE LABEL EXPO WORLD EXPO - USA - LAS VEGAS 2024,"White Label is the ultimate destination for thousands of global leaders, entrepreneurs, online sellers, retailers and distributors, to come together with countless business, e-commerce and startup owners",Public,once a year,inquiries.wlny@fortem-international.com,http://www.whitelabelexpo.com/,2024-05-08,2,Las Vegas Convention Center,Las Vegas,USA
INTEGRATEC BRASIL 2024,"Latin American exhibition & conference for Audiovisual Systems, Home Automation, Digital Signage and Unified Communications",Public,once a year,vmarin@integratec.show,http://www.integratec.show/en,2024-05-08,2,World Trade Center São Paulo,São Paulo,Brazil
RE+ TEXAS 2024,RE+ Texas attracts energy professionals from across the solar and storage markets each year to facilitate business and connections,Public,once a year,customerservice@re-plus.com,http://re-plus.events/texas,2024-05-14,2,George R. Brown Convention Center,Houston,USA
OTC (OFFSHORE TECHNOLOGY CONFERENCE) 2024,"Offshore Technology Conference & Exhibition. The Offshore Technology Conference (OTC) is the world's foremost event for the development of offshore resources in the fields of drilling, exploration, production, & environmental protection",Public,once a year,spedal@spe.org,http://www.otcnet.org/,2024-05-06,4,NRG Park,Houston,USA
POWER OF WATER CANADA CONFERENCE & TRADE SHOW 2024,The Power of Water Canada conference & trade show brings together product and service providers specific to the hydroelectric sector in Canada,Public,once a year,info@owa.ca,http://www.owa.ca/conference,2024-05-08,3,White Oaks Conference Resort,Niagara Falls,Canada
ZAK WORLD OF FAÇADES - USA - MIAMI 2024,Zak World of Façades is an International conference series on façade design & engineering,Public,once a year,info@zakgroup.com,http://zakworldoffacades.com/,2024-05-16,1,"Miami, FL",Miami,USA
ILTM LATIN AMERICA 2024,International Luxury Travel & Tourism Expo in Brazil and Latin America,Public,once a year,info@iltm.net,http://www.iltm.com/latin-america/en-gb.html,2024-05-07,4,Ibirapuera Park,São Paulo,Brazil
FABTECH MEXICO 2024,"Showcasing Metal Stamping, Forming, and Fabricating Equipment and Services in Mexico",Public,once a year,pma@pma.org,http://mexico.fabtechexpo.com/,2024-05-07,3,Centro Citibanamex,Mexico City,Mexico
NPE 2024,"International Plastics Showcase. NPE is one of the world's largest plastics conference, exposition and technology exchange",Public,every 3 years,npe@plasticsindustry.org,http://www.npe.org/,2024-05-06,5,Orange County Convention Center,Orlando,USA
AUTOMATE SHOW 2024,International industrial automation technologies trade exhibition in North America,Public,every 2 years,info@automateshow.com,http://www.automateshow.com/,2024-05-06,4,McCormick Place,Chicago,USA
WSI - WORLD SEAFOOD INDUSTRY 2024,"The only international B2B Fishing and Aquaculture Fair in Mexico. Fishing and Aquaculture Equipment to Food Preparation and Packaging Processes, Distribution and Logistics, Wholesale Seafood Products, Services...",Public,once a year,info@hfmexico.mx,http://hfmexico.mx/worldseafoodindustry/en,2024-05-15,3,Expo Guadalajara,Guadalajara,Mexico
CPHI NORTH AMERICA 2024,International Exhibition on Pharmaceutical Ingredients and Intermediates,Public,once a year,info@cphinorthamerica.com,http://www.cphi.com/northamerica/en.html,2024-05-07,3,Pennsylvania Convention Center,Philadelphia,USA
AVIATION FESTIVAL AMERICAS 2024,Aviation Expo. The Aviation Festival Americas is made up of 5 events that encompass everything airlines and airports need to know - whether they're just starting out or are established businesses focused on growing their customer base,Public,once a year,michael.ryan@terrapinn.com,http://www.terrapinn.com/conference/aviation-outlook-americas/index.stm,2024-05-15,2,Miami Beach Convention Center,Miami,USA
DISPLAY WEEK - SID 2024,"International Symposium, Seminar & Exhibition for Information Display. Display Week covers the newest technology in the display marketplace, including OLED displays, Advanced LCDs, HD & 4K TV technologies, Digital signage, e-Paper, Flexible displays",Public,once a year,office@sid.org,http://www.displayweek.org/,2024-05-12,6,"San Jose, CA",San Jose,USA
HALAL EXPO CANADA 2024,"North America's only trade show dedicated to the Halal Industry. From Food & Beverage to Pharmaceuticals to Cosmetics, from Finance to E-commerce and Logistics to Tourism and more, the entire halal industry will gather under one roof",Public,once a year,nasser.deeb@expohut.ca,http://halalexpocanada.com/,2024-05-08,2,"The International Centre, Toronto",Toronto,Canada
CIM 2024,"Mining Industry Conference and Exhibition. The Canadian Institute of Mining, Metallurgy and Petroleum (CIM), the leading technical society of professionals associated with the Canadian minerals and materials industry, has 11, 000 members from industry",Public,once a year,cim@cim.org,http://www.cim.org/events,2024-05-12,4,"Vancouver, BC",Vancouver,Canada
ECOMMERCE PACKAGING & LABELLING EXPO - USA 2024,"Forum dedicated to ecommerce packaging and labelling market. Hear company showcases, what the latest innovations are looking like for the coming years and where the market is currently a is",Public,once a year,inquiries.epllv@fortem-international.com,http://www.ecommercepackagingexpo.com/,2024-05-08,2,Las Vegas Convention Center,Las Vegas,USA
GRAFINCA 2024,Visual Communication & Advertising Show,Public,once a year,info@perugrafico.com,http://www.grafinca.com/,2024-09-01,1,UPC - Universidad Peruana de Ciencias Aplicadas,Lima,Peru
CONGRÈS ÂGE 3 & HANDICAP - PARIS 2024,Professional congress of retirement homes and structures welcoming dependent elderly people,Public,once a year,contact@age-3.fr,http://age-3.fr/,2024-03-01,1,Le Beffroi de Montrouge,Montrouge,France
SALON CREATEX 2024,"Createx is Colombia’s most relevant goods procurement and information platform for the clothing industry. Small, medium and large textile businesses participate every year",Public,once a year,info@corferias.com,http://www.saloncreatex.com/,2024-05-07,3,Corferias - Centro de Convenciones,Bogotá,Colombia
CHICAGO VET 2024,Veterinary Forum. The event offers vets practical and relevant training with clinical programmes for small animal vets,Public,once a year,info@closerstillmedia.com,http://chicago.vetshow.com/,2024-05-16,2,Navy Pier,Chicago,USA
SMART RETAIL TECH - USA 2024,"Smart Retail Tech is the leading expo focusing on ‘New Retail’. It facilitates the opportunity for businesses to create the perfect customer journey making both online and in store shopping more personal, tailored and enjoyable",Public,once a year,inquiries.srtlv@fortem-international.com,http://www.smartretailexpo.com/,2024-05-08,2,Las Vegas Convention Center,Las Vegas,USA
STAMP & SCRAPBOOK EXPO DENVER 2024,"Art & Craft fair in Colorado. STAMP & SCRAPBOOK EXPO DENVER features craft show, craft shopping, paper craft, clay modelling, abstract arts, Art & Craft workshop, craft tools, creative ideas and crafts for kids",Public,once a year,Info@scrapbookexpo.com,http://www.scrapbookexpo.com/,2024-05-17,2,Denver Merchandise Mart,Denver,USA
INFORMEX USA 2024,InformexUSA is the world’s most sophisticated meeting point for buyers and sellers of higher value chemistry,Public,once a year,tracey.koehler@informa.com,http://www.cphi.com/northamerica/en.html,2024-05-07,3,Pennsylvania Convention Center,Philadelphia,USA
SWEETS & SNACKS EXPO 2024,"Expo showcasing thousands of confectionery and snack products. Sweet & Snacks Expo is a solid business opportunity in a fun, energetic atmosphere where attendees can discover innovation, find new products, gain insights and get connected to others",Public,once a year,info@candyusa.com,http://www.allcandyexpo.com/,2024-05-13,4,Indiana Convention Center,Indianapolis,USA
INTERZUM BOGOTÁ 2024,"Technological & Industrial Trade Show of Wood and Furniture. The widest range of samples of machinery, supplies and services to the industry of wood transformation and furniture manufacturing",Public,every 2 years,c.guarin@koelnmesse.co,http://interzum-bogota.com/en,2024-05-14,4,Corferias - Centro de Convenciones,Bogotá,Colombia
CANADA LNG EXPORT CONFERENCE & EXHIBITION 2024,Liquid Natural Gas Export Conference and Exhibition in Canada,Public,once a year,richardmackintosh@dmgevents.com,http://canadagaslng.com/,2024-05-07,3,Vancouver Convention Centre,Vancouver,Canada
SURTEX 2024,North America's Premier International Showcase for the Sale and License of Two Dimensional Designs,Public,once a year,john.erich@surtex.com,http://www.surtex.com/,2024-05-16,2,Metropolitan Pavilion,New York,USA
CREATEX 2024,Textile and Clothing Industry Trade Show,Public,once a year,info@corferias.com,http://www.saloncreatex.com/,2024-05-07,3,Corferias - Centro de Convenciones,Bogotá,Colombia
GLASSMAN LATIN AMERICA 2024,International trade fair and conference on novelties in the glass industry,Public,every 2 years,kenclark@quartzltd.com,http://glassmanevents.com/latin-america,2024-05-15,2,Cintermex,Monterrey,Mexico
SET CANADA 2024,"Equipment, Technology and Service Exhibition for the Grocery Distribution Industry of Canada. SET Canada is North America’s best show when it comes to equipment and technology that’s aimed at retail professionals, food-processing & food-service industry",Public,once a year,info@sialcanada.com,http://sialcanada.com/en/set,2024-05-15,3,Palais des Congrès de Montréal,Montreal,Canada
LUXE PACK - NEW-YORK 2024,Luxury Goods Packaging Exhibition,Public,once a year,vgobe@infopro-digital.com,http://www.luxepacknewyork.com/,2024-05-08,2,Jacob K. Javits Convention Center,New York,USA
FIELD SERVICE 2024,"Aftermarket, Service and Support Conference. Fiels Service is completely focused on the post sales service lifecycle, covering spare parts management, reverse logistics, and the most relevant topics challenging your service delivery operations",Public,once a year,pives@wbr.co.uk,http://fieldserviceusa.wbresearch.com/,2024-05-06,3,JW Marriott Desert Springs Resort & Spa,Palm Springs,USA
