event_name,description,audience,cycle,website,email,date_uncertain,date,duration_days,venue_name,city,state,country
AMPP ANNUAL CONFERENCE & EXPO 2024,The largest international corrosion and coatings trade show & congress,Public,once a year,http://ace.ampp.org/,Calae.mcdermott@nace.org,False,2024-03-03,5,"New Orleans, LA",New Orleans,LA,USA
ONALASKA GUN SHOW 2024,"Guns & Knife Expo. ONALASKA GUN SHOW presents shooting rifle, hunting knives, samurai swords, shotguns, gun magazine, ear plugs, flashlights, sharpening tools, holsters, Indian artifacts, war relics, self defence gears, laser optics and gun parts",Public,unknown,http://gunshowtrader.com/gunshows/wisconsin-gun-shows,,False,2024-03-01,3,Onalaska OmniCenter,Onalaska,WI,USA
"ULTIMATE INDOOR GARAGE SALE IN AURORA, CO 2024","The Ultimate Indoor Garage Sale is an excellent opportunity to get cash for your unwanted items, liquidate extra inventory from a business or flip your flea market finds!",Public,once a year,http://www.heritageeventcompany.com/,heritageeventco@gmail.com,True,2024-03-01,1,Arapahoe County Fairgrounds and Event Center,Denver,CO,USA
THE CONVENIENCE U CARWACS SHOW - TORONTO 2024,"The Convenience U CARWACS Show is Canada’s largest trade event, bringing together all areas of the convenience, gas, and car wash industry",Public,once a year,http://toronto.convenienceu.ca/,info@convenienceu.ca,False,2024-03-05,2,,,,Canada
VIRGINIA HOME SHOW 2024,"Doswell, VA HOME SHOW features trendy furniture, home furnishings, new interior designs, remodelling and revamp",Public,once a year,http://vahomeshow.com/,rosannah@marketplaceevents.com,False,2024-03-01,3,Richmond Raceway Complex,Richmond,VA,USA
PEI PROVINCIAL HOME SHOW 2024,"Event dedicated to building & renovation. PEI Provincial Home Show features New Homes, Renovations, Lawn Care, Financial, Home Décor, Roofing, Flooring, Painters, Water Treatment, Real Estate, Bathroom and Kitchen, Flooring, Security and much more",Public,once a year,http://www.peihomeshow.ca/,info@masterpromotions.ca,False,2024-03-01,3,Eastlink Centre,Charlottetown,PE,Canada
STAMP & SCRAPBOOK EXPO PLEASANTON 2024,"Art & Craft fair in California. STAMP & SCRAPBOOK EXPO PLEASANTON features craft show, craft shopping, paper craft, clay modelling, abstract arts, Art & Craft workshop, craft tools, creative ideas and crafts for kids",Public,once a year,http://www.scrapbookexpo.com/,Info@scrapbookexpo.com,False,2024-03-01,2,,,,USA
ROCK ‘N’ ROLL LAS VEGAS 2024,"The event offers 3 distances, Marathon, Half Marathon and 10K, so that everyone can enjoy the biggest running party in the country",Public,once a year,http://www.runrocknroll.com/las-vegas,exposales@runrocknroll.com,False,2024-03-02,2,"Las Vegas, NV",Las Vegas,NV,USA
COFFEE FEST - NEW YORK 2024,Coffee Fest attracts the top-selling brands in the specialty coffee industry and beyond. Coffee Fest New York is along-side the International Restaurant and Foodservice Show of New York,Public,once a year,http://www.coffeefest.com/new-york,info@coffeefest.com,False,2024-03-03,3,,,,USA
ZAK WORLD OF FAÇADES - MEXICO 2024,Zak World of Façades is an International conference series on façade design & engineering,Public,once a year,http://zakworldoffacades.com/,info@zakgroup.com,True,2024-03-01,1,"The Westin Santa Fe, Mexico City",Mexico City,,Mexico
INTERNATIONAL RESTAURANT & FOODSERVICE SHOW OF NEW YORK 2024,"The show delivers the critical trends, latest cost-saving products and services, state-of-the-art equipment and never-before-tasted foods. Including such areas as the International Tasting Arena, Three Demo Cooking Theaters, Hispanic Foods Expo...",Public,once a year,http://www.internationalrestaurantny.com/,scott.drosselmeier@clarionevents.com,False,2024-03-03,3,,,,USA
SEDALIA GUN SHOW 2024,"Guns & knife show. SEDALIA GUN SHOW features shooting rifles, antique swords & knives, shotguns, collectible firearm, personal defense weapons, military surplus, fishing & hunting accessories, survival gears, gun cases and safe, holsters",Public,twice a year,http://rkshows.com/events/category/missouri,rkshows@yousq.net,True,2024-03-01,1,Missouri State Fairgrounds Publicity,Sedalia,MO,USA
ONTARIO BOAT SHOW & SALE - HAMILTON 2024,Hamilton Boat Show,Public,once a year,http://www.ontarioboatshows.com/,info@continuumevents.ca,True,2024-03-01,1,Canadian Warplane Heritage Museum,Hamilton,ON,Canada
MEM INDUSTRIAL 2024,"Mexico Leading Trade Show for Wood Processing, Woodworking and Furniture Manufacturing",Public,once a year,http://www.hfmexico.mx/MEMIndustrial/en,miguel.ramirez@hfmexico.mx,False,2024-03-05,3,,,,Mexico
SMPTE CONFERENCE AND EXHIBITION - NEW YORK 2024,"Best Solutions for Future Projects for Professionals working in Radio, Television, Film, Animation, Multi-media and Broadcast Engineering",Public,once a year,http://www.smpte.org/upcoming-events,hello@smpte.org,True,2024-03-01,1,"Industry City, Brooklyn",New York,NY,USA
NSTA NATIONAL CONFERENCE - ATLANTA 1 2024,NSTA (National Science Teacher's Association) National Conference,Public,once a year,http://www.nsta.org/conferences-and-events,executive@nsta.org,True,2024-03-01,1,"Atlanta, GA",Atlanta,GA,USA
OTTAWA GATINEAU GOLF SHOW 2024,Golf Show in Ottawa,Public,once a year,http://www.canadiangolfexpo.ca/ogge,gchambers@ngcoa.ca,False,2024-03-01,2,Ernst & Young Centre,Ottawa,ON,Canada
INTERMODAL SOUTH AMERICA 2024,"International Fair of Logistics, Transportation and Foreign Trade",Public,once a year,http://www.intermodal.com.br/,intermodal@informa.com,False,2024-03-05,3,,,,Brazil
MEDTRADE CONFERENCE & EXPO 2024,"Buying Event for the Home Healthcare Industry. The Medtrade Mission is to provide high quality and effective, sales, marketing, educational and networking opportunities for companies and professionals in the HME Industry",Public,twice a year,http://www.medtrade.com/,medtrade@experient-inc.com,True,2024-03-01,1,Kay Bailey Hutchison - Dallas Convention Center,Dallas,TX,USA
EDUCATION & CAREER FAIRS - ONTARIO 2024,"Education & Career Fair. ECF's mission is to provide high school students, parents, teachers and counselors with thousands of post-secondary options from around the world",Public,once a year,http://www.educationcareerfairs.com/,vancouver@icsevents.com,False,2024-03-05,1,"Toronto, ON",Toronto,ON,Canada
THE VANCOUVER BIKE SHOW 2024,Western Canada's Ultimate Cycling Event,Public,once a year,http://www.vancouverbikeshow.com/,bikeshow@telus.net,False,2024-03-02,2,Vancouver Convention Centre,Vancouver,BC,Canada
ABRIN 2024,"Latin America’s biggest Toys industry event. Toys, Dolls, Collectible, Sports, Boad Games...",Public,once a year,http://abrin.com.br/abrin-en,atendimento@francal.com.br,False,2024-03-03,4,,,,Brazil
RICHMOND HOME + GARDEN SHOW 2024,"Richmond, VA Home & Garden Show. Innovative Products and Hundreds of Experts all Under One Roof",Public,once a year,http://richmondhomeandgarden.com/,rosannah@marketplaceevents.com,False,2024-03-01,3,Richmond Raceway Complex,Richmond,VA,USA
SMPTE CONFERENCE AND EXHIBITION - PITTSBURGH 2024,"Best Solutions for Future Projects for Professionals working in Radio, Television, Film, Animation, Multi-media and Broadcast Engineering",Public,once a year,http://www.smpte.org/upcoming-events,hello@smpte.org,True,2024-03-01,1,Haddad's Inc.,Pittsburgh,PA,USA
SMPTE CONFERENCE AND EXHIBITION - NEW ENGLAND 2024,"Best Solutions for Future Projects for Professionals working in Radio, Television, Film, Animation, Multi-media and Broadcast Engineering",Public,once a year,http://www.smpte.org/upcoming-events,hello@smpte.org,True,2024-03-01,1,"Holiday Inn Hotel, Dedham, MA",Dedham,MA,USA
THE OUTDOOR ADVENTURE SHOW - VANCOUVER 2024,"Show for outdoor and adventure enthusiasts. The Outdoors Show features products for Walking, hiking, mountaineering, camping, photography, canoeing, cycling, mountain biking & sailing. Great deals from retailers like new products, outdoor organisations",Public,once a year,http://outdooradventureshow.ca/vancouver,info@nationalevent.com,False,2024-03-02,2,Vancouver Convention Centre,Vancouver,BC,Canada
PENNSYLVANIA SPRING HOME SHOW 2024,"Connecticut Home Show. If you’re planning on remodeling or renovating your home, this is the home improvement event you can’t afford to miss",Public,once a year,http://www.jenksproductions.com/event/eastern-pennsylvania-spring,monica@jenksproductions.com,False,2024-03-01,3,,,,USA
EXPOCOMER 2024,International Commercial Exhibition,Public,once a year,http://www.expocomer.com/,expocomer@expocomer.com,False,2024-03-05,3,Panama Convention Center,Panama City,,Panama
ONTARIO GOLF SHOW 2024,Golf Show in Ontario,Public,once a year,http://www.canadiangolfexpo.ca/events/ontario-golfexpo,gchambers@ngcoa.ca,True,2024-03-01,1,"Toronto, ON",Toronto,ON,Canada
NATURAL PRODUCTS EXPO EAST 2024,"Natural & Organic Trade Show. Natural Products Expo East is the largest natural, organic, & healthy products trade show on the east coast. More than 1, 600 exhibits exhibits showcase the new trends in natural, organic, and healthy lifestyle",Public,once a year,http://www.expoeast.com/,info@newhope.com,True,2024-09-01,1,Pennsylvania Convention Center,Philadelphia,PA,USA
PAX EAST 2024,"PAX East is a celebration of gaming and gaming culture featuring thought a massive expo hall filled with the best publishers and studios, new game demos, musical performances, tournaments, and a community experience unlike any other",Public,once a year,http://east.paxsite.com/,questions@paxsite.com,True,2024-03-01,1,Boston Convention & Exhibition Center,Boston,MA,USA
OUTSIDER ART FAIR - NEW-YORK 2024,Contemporary Art Fair,Public,once a year,http://www.outsiderartfair.com/new-york,info@outsiderartfair.com,True,2024-03-01,1,Metropolitan Pavilion,New York,NY,USA
OUTDOOR ADVENTURE & RV EXPO 2024,"Dreaming of hitting the open road, traveling, and experiencing all that nature has to offer? Swing by the RV & Outdoor Adventure Expo to pick out all the gear you could need, including a brand new RV!",Public,once a year,http://www.fredericksburgexpocenter.com/,events@fred-center.com,False,2024-03-01,3,,,,USA
CHICAGO COLLECTIVE - WOMEN'S EDITION 2024,"The Chicago Collective is one of the greater womenswear show in North America, hosting top brands from around the world",Public,once a year,http://www.chicagocollective.com/,chicagocollective@themart.com,False,2024-03-03,3,The Mart,Chicago,IL,USA
FERNDALE GUN SHOW 2024,"Arms & Ammunition Fair. FERNDALE GUN SHOW showcases hunting knife, shooting rifle, rifle spoke, sharpening tool, outdoor equipment, reloading supplies, hunting accessories, flashlights, hunting boots, gun safes, books and Camouflage Related items",Public,unknown,http://exhpo.com/usa/ferndale-gun-show,sales@bigtoppromos.com,False,2024-03-02,2,Ferndale Events Center,Bellingham,WA,USA
ULTIMATE FISHING SHOW - GRAND RAPIDS 2024,"Michigan's finest tradition for the avid fisherman, hunter or outdoor loving family",Public,once a year,http://showspan.com/USG,events@showspan.com,False,2024-03-07,4,,,,USA
MONTREAL NATIONAL HOME SHOW 2024,Montreal Home Show,Public,once a year,http://salonnationalhabitation.com/en/home,info@expomediainc.com,False,2024-03-07,4,,,,Canada
FIMEC 2024,"International Fair of Leather, Chemicals, Components and Accessories for Footwear, Machines and Equipments for Footwear and Tanneries",Public,once a year,http://www.fimec.com.br/,eventos@fenac.com.br,False,2024-03-07,3,Fenac Exhibition grounds,Novo Hamburgo,,Brazil
ONTARIO GUNS & KNIFE SHOW 2024,"Arms & Ammunition fair. ONTARIO GUNS & KNIFE SHOW presents shotguns, hunting rifles, rifle spoke, gun parts, combat knives & swords, cartridges, muzzle load, gun magazines, sharpening tool, holsters, gun safes & cases, laser sight and Militaria of all Wa",Public,unknown,http://www.crossroadsgunshows.com/venue/ontario-convention-center,gunshows@crossroadsgunshows.com,False,2024-03-09,2,Ontario Convention Center,Riverside,CA,USA
EAU CLAIRE GUN SHOW 2024,"Guns & Knife Expo. EAU CLAIRE GUN SHOW showcases combat knives, samurai swords, hunting rifle, shotguns, gun magazine, ear plugs, flashlights, holsters, Indian artifacts, war relics, outdoor equipment, laser sight and gun parts",Public,unknown,http://gunshowtrader.com/gunshows/wisconsin-gun-shows,,False,2024-03-08,3,Chippewa Valley Expo,Eau Claire,WI,USA
CENTRAL OREGON SPORTSMEN'S SHOW IN REDMOND 2024,"Outdoor Trade Fair. The Central Oregon Sportsmen’s Show features recreational vehicles, fishing boats, wakeboards, ski boats & sport boats",Public,once a year,http://www.thesportshows.com/coss,info@otshows.com,False,2024-03-07,4,Deschutes County Fair & Expo Center,Redmond,OR,USA
MODEX 2024,Supply Chain and Logistics Professionals Trade Show,Public,every 2 years,http://www.modexshow.com/,customerservice@modexshow.com,False,2024-03-11,4,Georgia International Convention Center - GICC,Atlanta,GA,USA
AUTOAMÉRICAS SOUTH FLORIDA 2024,"Congress & Exhibition for the international aftermarket autoparts industry of South Florida, the Caribbean and Latin America where buyers and sellers come together for a greater understanding of the changes affecting their business",Public,once a year,http://www.autoamericas.show/en,informatica@latinpressinc.com,False,2024-03-07,2,Miami Airport & Convention Center,Miami,FL,USA
EARTHQUAKE EXPO USA - MIAMI 2024,"The Earthquake Expo USA is the leading seismic prep, management, and recovery event, showcasing the latest tools, strategies, and insights among investment and global industry leaders",Public,once a year,http://www.theearthquakeexpo.com/,inquiries.ndem@fortem-international.com,False,2024-03-06,2,Miami Beach Convention Center,Miami,FL,USA
HEAT & FIRE EXPO USA - MIAMI 2024,"The Heat & Fire USA is the leading wildfire prep, management, and recovery event, showcasing the latest tools, strategies, and insights among investment and global industry leaders",Public,once a year,http://www.theheatandfireexpo.com/,inquiries.ndem@fortem-international.com,False,2024-03-06,2,Miami Beach Convention Center,Miami,FL,USA
CHEMICAL RECYCLING NORTH AMERICA 2024,Forum exploring the potential of chemical or advanced recycling to turn waste plastics into new materials,Public,once a year,http://www.ami.international/events/upcoming,info@amiplastics.com,False,2024-03-12,2,"The Westin Houston, Memorial City",Houston,TX,USA
COLORADO SPRINGS REMODELING EXPO 2024,"Home Building and Remodeling Show. Colorado Springs Remodeling Expo is a comprehensive event that brings together homeowners and many of the most knowledgeable and experienced remodeling, landscaping and building experts",Public,once a year,http://www.homeshowcenter.com/overview/Colorado3,info@homeshowcenter.com,False,2024-03-08,3,Norris-Penrose Event Center,Colorado Springs,CO,USA
ACCESS MBA - MEXICO CITY 2024,ACCESS MBA is a communication campaign specifically designed to better inform prospective students of existing MBA opportunities. ACCESS MBA is a series of events organised around the world,Public,twice a year,http://www.accessmba.com/tour,coutat@advent-communication.net,False,2024-03-09,1,,,,Mexico
